Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Joey Lucchesi*,26,SP,2.3,10,10,.500,4.18,30,30,0,0,0,0,163.2,144,78,76,23,56,0,158,2,0,8,686,100,4.17,1.222,7.9,1.3,3.1,8.7,2.82,
2,Eric Lauer*,24,SP,1.4,8,10,.444,4.45,30,29,0,0,0,0,149.2,158,82,74,20,51,4,138,5,1,4,651,94,4.23,1.396,9.5,1.2,3.1,8.3,2.71,
3,Chris Paddack,23,SP,2.9,9,7,.563,3.33,26,26,0,0,0,0,140.2,107,58,52,23,31,1,153,6,1,1,568,126,3.95,0.981,6.8,1.5,2.0,9.8,4.94,
4,Cal Quantrill,24,SP,0.4,6,8,.429,5.16,23,18,0,0,0,0,103.0,106,61,59,15,28,2,89,3,0,3,443,81,4.28,1.301,9.3,1.3,2.4,7.8,3.18,
5,Dinelson Lamet,26,SP,0.7,3,5,.375,4.07,14,14,0,0,0,0,73.0,62,38,33,12,30,0,105,5,0,6,313,103,3.91,1.260,7.6,1.5,3.7,12.9,3.50,
6,Nick Margevicius*,23,SP,-0.9,2,6,.250,6.79,17,12,1,0,0,0,57.0,73,46,43,12,19,1,42,3,0,1,263,62,5.64,1.614,11.5,1.9,3.0,6.6,2.21,
7,Kirby Yates,32,CL,3.0,0,5,.000,1.19,60,0,51,0,0,41,60.2,41,14,8,2,13,1,101,7,0,2,243,354,1.30,0.890,6.1,0.3,1.9,15.0,7.77,"AS,CYA-9"
8,Matt Strahm*,27,RP,1.0,6,11,.353,4.71,46,16,4,0,0,0,114.2,121,61,60,22,22,4,118,7,1,3,487,89,4.41,1.247,9.5,1.7,1.7,9.3,5.36,
9,Craig Stammen,35,RP,1.1,8,7,.533,3.29,76,0,12,0,0,4,82.0,80,36,30,13,15,2,73,2,0,0,339,127,4.12,1.159,8.8,1.4,1.6,8.0,4.87,
10,Luis Perdomo,26,RP,0.7,2,4,.333,4.00,47,1,13,0,0,0,72.0,69,34,32,6,18,1,55,2,0,3,296,105,3.60,1.208,8.6,0.8,2.3,6.9,3.06,
